Gene,A11.C636,A11,E9,HAP1.C597,KBM7
MAP1B,2.81,2.30,1.87,2.76,0.01
MAP1LC3A,0.02,0.00,0.01,0.01,0.00
MAP1LC3B,9.14,6.32,5.05,8.70,2.57
MAP1LC3B2,1.29,0.65,0.53,1.23,0.40
MAP1LC3C,0.01,0.01,0.09,0.01,0.00
MAP1S,1.67,2.26,2.63,1.71,1.08
MAP2,0.03,0.06,0.02,0.04,0.00
MAP2K1,0.75,0.56,0.56,1.46,0.81
MAP2K2,2.61,2.81,3.11,2.63,2.14
MAP2K3,1.19,1.07,1.16,1.15,0.93
MAP2K4,0.44,0.34,0.33,0.42,0.28
MAP2K5,0.07,0.07,0.06,0.14,0.25
MAP2K6,0.08,0.08,0.07,0.07,0.02
MAP2K7,4.50,5.94,5.82,4.31,3.76
MAP3K10,0.41,0.56,0.51,0.39,0.29
MAP3K11,2.13,2.48,2.48,2.15,1.47
MAP3K12,0.93,1.05,1.11,0.86,0.63
MAP3K13,2.06,1.87,1.95,3.99,6.86
MAP3K15,0.83,0.70,0.65,0.85,0.64
MAP3K19,0.00,0.00,0.00,0.00,0.00
MAP3K2,0.48,0.42,0.34,0.49,0.20
MAP3K3,0.50,0.59,0.57,0.52,0.61
MAP3K4,0.36,0.39,0.36,0.33,0.53
MAP3K5,0.35,0.29,0.16,0.32,0.21
MAP3K6,1.14,1.19,1.25,1.09,0.35
MAP3K7,1.56,1.37,1.13,1.37,1.41
MAP3K7CL,0.00,0.00,0.00,0.00,0.00
MAP3K8,0.51,0.28,0.24,0.51,0.33
MAP3K9,0.11,0.12,0.11,0.12,0.02
MAP4,1.54,1.45,1.35,1.64,0.62
MAP4K1,0.04,0.06,0.07,0.05,0.16
MAP4K2,2.47,2.43,1.87,2.30,2.48
MAP4K3,0.54,0.51,0.45,0.53,0.19
MAP4K4,0.71,0.96,0.93,0.72,0.50
MAP4K5,0.96,0.81,0.74,0.93,0.64
MAP6,0.07,0.11,0.10,0.11,0.00
MAP6D1,1.69,1.25,1.13,1.77,1.00
MAP7,0.17,0.14,0.12,0.17,0.21
MAP7D1,3.42,3.89,4.27,3.53,2.25
MAP7D2,0.00,0.00,0.00,0.00,0.00
MAP7D3,2.12,2.11,2.71,2.10,2.07
MAP9,1.07,0.75,0.64,0.91,0.05
MAPK1,1.97,1.41,1.16,1.90,0.86
MAPK10,0.00,0.00,0.00,0.00,0.00
MAPK11,1.39,1.80,1.85,1.19,3.39
MAPK12,8.44,9.18,9.41,8.18,7.53
MAPK13,0.05,0.08,0.11,0.07,0.07
MAPK14,1.09,0.81,0.69,1.05,1.56
MAPK15,0.77,0.99,0.20,0.59,0.01
MAPK1IP1L,8.86,8.02,7.61,8.58,4.02
MAPK3,4.57,5.40,5.02,4.41,3.32
MAPK4,0.08,0.08,0.05,0.06,0.00
MAPK6,2.78,2.07,2.14,2.61,1.30
MAPK7,3.67,4.74,4.63,3.88,1.28
MAPK8,0.46,0.35,0.29,0.45,0.76
MAPK8IP1,0.89,0.92,1.10,0.87,0.09
MAPK8IP2,2.73,3.27,3.13,3.20,0.04
MAPK8IP3,0.84,1.29,1.33,0.85,1.14
MAPK9,1.34,1.04,0.93,1.30,0.75
MAPKAP1,0.51,0.47,0.45,0.50,0.25
MAPKAPK2,1.50,1.35,1.36,1.46,1.86
MAPKAPK3,4.35,4.11,3.19,4.06,6.89
MAPKAPK5,1.55,1.07,1.07,1.21,1.10
MAPKBP1,0.66,0.72,0.64,0.60,0.70
MAPRE1,9.60,6.65,6.53,10.00,5.42
MAPRE2,0.68,0.55,0.53,0.67,0.83
MAPRE3,0.15,0.17,0.17,0.17,0.04
MAPT,0.06,0.06,0.08,0.06,0.04
MARC1,1.26,1.12,1.22,1.18,0.00
MARC2,0.00,0.00,0.00,0.00,0.00
MARCH1,0.02,0.03,0.03,0.02,0.04
MARCH10,0.00,0.00,0.00,0.00,0.00
MARCH11,0.00,0.00,0.00,0.00,0.00
MARCH2,0.38,0.47,0.47,0.38,0.24
MARCH3,0.06,0.07,0.06,0.06,0.04
MARCH4,0.00,0.00,0.00,0.00,0.00
MARCH5,1.02,0.67,0.50,0.98,0.59
MARCH6,1.59,1.33,1.29,1.59,2.84
MARCH7,1.90,1.49,1.56,1.91,2.39
MARCH8,0.13,0.11,0.08,0.14,0.11
MARCH9,5.62,4.98,4.03,5.75,3.42
MARCKS,27.21,20.61,9.34,26.81,12.77
MARCKSL1,131.66,144.09,139.80,125.54,38.43
MARCO,0.00,0.00,0.00,0.00,0.00
MARK1,0.30,0.25,0.16,0.27,0.00
MARK2,0.76,0.98,0.98,0.83,0.53
MARK3,0.83,0.71,0.66,0.85,0.51
MARK4,0.00,0.00,0.00,0.00,0.00
MARS,12.88,9.46,10.40,12.17,9.38
MARS2,14.12,9.81,9.50,14.72,15.85
MARVELD1,9.43,9.76,10.26,8.92,10.07
MARVELD2,0.01,0.01,0.01,0.01,0.00
MARVELD3,0.28,0.12,0.06,0.26,0.04
MAS1,0.00,0.00,0.00,0.00,0.01
MASP1,0.00,0.00,0.00,0.00,0.00
MASP2,0.26,0.36,0.38,0.20,0.34
MAST1,0.53,0.57,0.61,0.48,0.60
MAST2,0.39,0.44,0.39,0.37,0.17
MAST4,0.07,0.08,0.06,0.06,0.05
MASTL,1.77,1.35,1.33,1.71,0.99
MAT1A,0.01,0.00,0.00,0.00,0.00
MAT2A,85.17,81.74,87.03,82.44,163.03
MAT2B,5.72,3.46,3.39,5.18,6.58
MATK,2.93,3.75,5.17,2.64,9.63
MATN1,0.06,0.07,0.08,0.06,0.07
MATN2,0.02,0.02,0.02,0.02,0.05
MATN3,0.01,0.01,0.03,0.03,0.01
MATN4,0.00,0.00,0.00,0.01,0.00
MATR3,14.92,11.98,11.87,14.43,10.00
MAU2,1.85,2.31,2.43,1.85,1.47
MAVS,1.95,2.51,2.45,1.88,1.17
MAX,0.87,1.18,0.93,0.85,1.27
MAZ,85.54,99.02,102.87,82.48,50.47
MB,0.00,0.00,0.00,0.00,0.00
MB21D1,0.42,0.19,0.12,0.57,0.51
MB21D2,0.17,0.16,0.17,0.22,0.07
MBD1,6.44,7.41,7.73,6.48,5.15
MBD2,0.86,0.72,0.58,0.83,0.75
MBD3,6.13,9.30,9.35,6.34,3.04
MBD3L1,0.00,0.00,0.00,0.00,0.00
MBD4,4.89,4.12,3.88,4.74,5.83
MBD5,0.20,0.19,0.19,0.19,0.21
MBD6,8.05,13.45,13.96,8.54,5.26
MBIP,1.77,1.76,1.68,1.59,1.00
MBLAC1,0.42,0.34,0.37,0.56,0.14
MBLAC2,0.87,0.72,0.72,0.82,1.41
MBNL1,0.61,0.58,0.44,0.57,0.80
MBNL2,0.06,0.05,0.06,0.05,0.07
MBNL3,0.25,0.26,0.21,0.22,0.16
MBOAT1,0.12,0.09,0.07,0.10,0.18
MBOAT2,0.42,0.29,0.25,0.38,0.53
MBOAT4,0.14,0.11,0.14,0.10,0.09
MBOAT7,3.72,3.58,4.10,3.70,4.12
MBP,0.41,0.26,0.16,0.31,1.85
MBTD1,0.28,0.21,0.20,0.29,0.37
MBTPS1,1.91,1.90,1.88,1.85,1.61
MBTPS2,1.45,1.23,1.29,1.41,0.65
MC1R,0.89,1.49,1.67,0.96,0.66
MC2R,0.00,0.00,0.00,0.00,0.00
MC4R,0.45,0.36,0.18,0.48,0.00
MC5R,0.03,0.05,0.03,0.02,0.01
MCAM,8.90,8.27,7.52,8.60,7.24
MCAT,3.33,2.76,2.84,3.07,1.71
MCC,0.11,0.08,0.08,0.09,0.00
MCCC1,0.42,0.37,0.33,0.41,0.68
MCCC2,0.98,0.63,0.36,0.96,1.10
MCCD1,0.00,0.01,0.01,0.01,0.00
MCEE,0.53,0.47,0.51,0.47,0.68
MCF2,0.01,0.01,0.02,0.01,0.01
MCF2L,0.12,0.13,0.12,0.11,0.07
MCF2L2,0.27,0.15,0.11,0.25,0.13
MCFD2,5.97,4.59,4.84,5.20,4.55
MCHR1,0.00,0.00,0.01,0.00,0.00
MCIDAS,0.90,1.24,1.17,1.01,0.79
MCL1,42.74,35.09,28.79,41.04,24.76
MCM10,2.98,2.38,2.21,2.86,1.61
MCM2,18.32,16.87,16.96,18.42,13.41
MCM3,20.62,17.78,18.99,19.64,18.61
MCM3AP,3.59,3.70,3.88,3.45,2.88
MCM4,36.35,30.33,31.65,34.42,35.11
MCM5,8.78,9.91,10.86,8.30,9.15
MCM6,8.40,5.74,5.74,7.72,6.79
MCM7,71.25,70.01,69.11,69.12,56.86
MCM8,2.22,2.10,2.17,2.19,1.33
MCM9,0.29,0.29,0.33,0.26,0.64
MCMBP,5.08,3.67,3.71,4.95,3.59
MCMDC2,0.00,0.00,0.00,0.00,0.00
MCOLN1,2.24,2.79,2.38,1.92,0.92
MCOLN2,0.49,0.39,0.46,0.39,0.54
MCOLN3,1.32,1.45,1.42,1.25,0.95
MCPH1,0.15,0.12,0.11,0.14,0.46
MCRS1,11.61,12.05,11.86,11.31,6.23
MCTP1,0.01,0.01,0.01,0.00,0.01
MCTP2,0.00,0.00,0.00,0.00,0.29
MCTS1,7.40,4.64,4.59,7.31,5.10
MCU,0.21,0.17,0.16,0.21,0.21
MCUR1,2.36,1.92,1.94,2.12,1.32
MDC1,13.23,15.68,17.97,13.55,8.44
MDFI,1.02,1.14,1.43,1.06,1.52
MDFIC,0.13,0.09,0.07,0.11,0.68
MDGA1,0.04,0.07,0.07,0.05,0.17
MDGA2,0.01,0.01,0.01,0.01,0.01
MDH1,11.90,6.20,5.98,11.68,8.13
MDH1B,0.03,0.03,0.00,0.04,0.00
MDH2,21.07,21.47,23.16,21.45,16.23
MDK,96.33,115.19,156.46,106.94,22.82
MDM1,0.42,0.37,0.47,0.35,0.61
MDM2,0.89,0.99,0.90,0.92,1.73
MDM4,0.35,0.34,0.33,0.35,0.14
MDN1,0.70,0.63,0.62,0.68,0.79
MDP1,3.35,3.68,3.85,3.59,2.96
MDS2,0.00,0.00,0.00,0.00,0.00
ME1,0.35,0.29,0.30,0.34,0.27
ME2,2.03,1.49,1.45,1.88,1.23
ME3,0.00,0.00,0.00,0.00,0.00
MEA1,43.20,44.01,50.05,43.04,18.43
MEAF6,2.66,2.33,2.20,2.59,2.45
MECOM,0.54,0.48,0.46,0.42,0.23
MECP2,1.42,1.68,1.64,1.53,1.31
MECR,0.65,0.72,0.84,0.67,0.73
MED1,2.59,2.79,2.67,2.59,2.06
MED10,6.63,5.91,5.90,5.99,4.89
MED11,6.61,6.38,6.02,6.42,3.23
MED12,4.19,5.15,6.06,4.34,9.47
MED12L,0.01,0.01,0.01,0.01,0.01
MED13,0.82,0.61,0.55,0.85,0.57
MED13L,0.29,0.29,0.29,0.29,0.64
MED14,2.76,2.51,3.17,2.87,1.35
MED15,1.04,1.31,1.05,1.10,0.65
MED16,1.40,2.03,2.12,1.42,0.75
MED17,1.95,1.56,1.55,2.02,1.13
MED18,2.44,2.04,1.92,2.22,1.47
MED19,1.57,1.54,1.40,1.54,0.85
MED20,2.89,2.09,2.39,2.78,1.82
MED21,7.05,4.08,3.10,6.16,4.41
MED22,10.44,11.66,14.04,10.73,5.48
MED23,0.57,0.56,0.54,0.55,0.92
MED24,5.05,5.46,5.12,5.02,3.39
MED25,2.41,2.66,3.03,2.36,1.43
MED26,0.31,0.29,0.29,0.31,0.27
MED27,0.18,0.17,0.16,0.19,0.06
MED28,5.13,4.70,4.60,4.97,5.89
MED29,5.30,6.49,6.99,5.27,3.28
MED30,0.65,0.39,0.33,0.68,1.50
MED31,2.99,2.26,2.11,2.78,2.38
MED4,3.42,2.49,2.47,3.11,3.44
MED6,2.77,2.19,2.12,2.62,1.64
MED7,1.87,1.47,1.25,1.86,2.38
MED8,7.49,5.40,4.95,7.65,5.15
MED9,1.42,1.17,1.13,1.42,1.01
MEDAG,0.00,0.00,0.00,0.00,0.00
MEF2A,0.37,0.32,0.29,0.34,0.33
MEF2B,0.49,0.60,0.60,0.48,0.30
MEF2BNB,1.11,1.26,1.21,1.11,0.56
MEF2BNB-MEF2B,0.49,0.60,0.60,0.48,0.30
MEF2C,0.11,0.16,0.27,0.09,0.53
MEF2D,0.59,0.78,0.69,0.62,1.46
MEFV,0.01,0.00,0.00,0.01,0.00
MEGF10,0.00,0.00,0.00,0.00,0.01
MEGF11,0.00,0.00,0.00,0.00,0.01
MEGF6,0.06,0.11,0.12,0.06,0.74
MEGF8,1.50,1.76,1.70,1.64,0.55
MEGF9,0.76,0.56,0.40,0.67,0.17
MEGT1,0.01,0.00,0.00,0.01,0.00
MEI1,0.17,0.09,0.09,0.15,0.14
MEI4,0.03,0.02,0.00,0.01,0.00
MEIG1,0.05,0.06,0.08,0.06,0.00
MEIOB,0.04,0.05,0.04,0.04,0.02
MEIS1,0.26,0.25,0.19,0.18,0.17
MEIS2,0.24,0.22,0.17,0.23,0.14
MEIS3,0.58,0.99,1.12,0.56,0.09
MELK,1.16,0.96,0.95,1.11,0.57
MEMO1,0.20,0.13,0.12,0.19,0.17
MEN1,11.52,13.88,14.06,11.56,7.27
MEOX1,0.00,0.00,0.00,0.00,0.00
MEOX2,0.01,0.01,0.01,0.00,0.00
MEP1A,0.00,0.00,0.00,0.00,0.00
MEP1B,0.01,0.00,0.01,0.00,0.00
MEPCE,13.51,16.48,16.88,12.88,8.77
MERTK,0.19,0.15,0.13,0.19,0.15
MESDC1,3.97,4.16,5.09,7.32,7.34
MESDC2,5.17,4.80,4.86,9.41,6.66
MESP1,0.80,0.90,0.65,0.90,0.64
MESP2,0.03,0.03,0.02,0.02,0.02
MEST,0.06,0.03,0.06,0.07,0.14
MET,2.11,1.72,0.20,1.04,0.00
METAP1,2.17,1.68,1.38,2.15,1.70
METAP1D,0.29,0.37,0.39,0.26,0.39
METAP2,4.99,3.58,3.53,4.96,4.18
METRN,2.46,2.78,3.29,2.15,1.93
METRNL,1.02,1.11,0.91,0.94,1.33
METTL1,6.77,7.22,8.09,6.34,5.77
METTL10,0.52,0.32,0.33,0.55,0.73
METTL11B,0.01,0.00,0.00,0.02,0.00
METTL12,3.34,3.03,2.99,3.26,1.30
METTL13,6.24,5.22,5.67,6.26,2.85
METTL14,1.21,1.11,1.12,1.30,1.18
METTL15,0.10,0.08,0.07,0.09,0.11
METTL16,0.83,0.75,0.74,0.84,0.51
METTL17,12.74,12.65,13.12,12.11,12.14
METTL18,3.64,2.14,2.01,3.13,5.62
METTL20,0.25,0.17,0.14,0.25,0.34
METTL21A,2.34,1.93,1.93,2.23,1.26
METTL21B,0.66,0.64,0.68,0.61,2.27
METTL21C,0.00,0.00,0.00,0.00,0.00
METTL22,0.67,0.92,0.93,0.69,0.92
METTL23,2.33,1.65,1.56,2.17,2.56
METTL25,0.08,0.07,0.09,0.09,0.04
METTL2A,2.11,1.78,1.60,2.09,1.04
METTL2B,1.48,1.29,1.15,1.42,0.77
METTL3,9.59,8.82,9.02,8.96,10.85
METTL4,1.00,0.81,0.66,0.90,0.47
METTL5,5.46,3.71,3.77,5.05,3.65
METTL6,1.03,0.90,0.89,1.02,0.62
METTL7A,0.11,0.11,1.31,0.12,4.64
METTL7B,1.84,1.17,0.99,2.22,1.22
METTL8,0.29,0.25,0.22,0.29,0.18
METTL9,2.06,1.41,1.19,1.93,1.55
MEX3B,2.68,3.35,1.68,4.44,21.37
MFAP1,2.96,2.73,2.80,2.93,2.38
MFAP2,0.02,0.00,0.53,0.11,0.00
MFAP3,2.60,1.95,1.69,2.39,1.73
MFAP3L,0.38,0.26,0.34,0.38,0.01
MFAP4,0.10,0.11,0.16,0.13,0.14
MFAP5,0.00,0.00,0.00,0.00,0.00
MFF,5.02,4.16,4.16,4.67,1.81
MFGE8,2.27,2.81,2.82,3.73,6.08
MFHAS1,0.44,0.38,0.32,0.42,0.80
MFI2,0.40,0.49,0.71,0.38,1.16
MFN1,1.53,1.05,0.88,1.45,0.98
MFN2,6.72,6.20,6.24,6.91,2.96
MFNG,5.34,5.19,5.09,5.27,7.30
MFRP,0.00,0.00,0.00,0.00,0.00
MFSD1,1.43,1.05,0.80,1.32,2.81
MFSD10,10.98,13.53,17.78,12.75,10.33
MFSD11,0.35,0.31,0.31,0.31,0.23
MFSD12,2.03,2.50,2.61,2.09,2.14
MFSD2A,3.28,2.71,2.92,3.18,3.39
MFSD2B,0.88,0.69,0.72,0.79,1.04
MFSD3,4.21,5.52,5.59,5.06,7.70
MFSD4,0.15,0.12,0.11,0.13,0.10
MFSD5,13.06,11.42,10.60,12.47,8.21
MFSD6,0.40,0.32,0.24,0.40,0.62
MFSD6L,0.00,0.00,0.00,0.00,0.10
MFSD7,0.28,0.66,1.25,0.26,0.02
MFSD8,0.47,0.37,0.36,0.49,0.46
MFSD9,1.52,1.30,0.84,1.38,0.83
MGA,0.77,0.66,0.60,0.79,0.74
MGAM,0.00,0.00,0.00,0.00,0.00
MGARP,0.03,0.01,0.02,0.23,0.02
MGAT1,3.41,3.54,3.58,3.02,5.77
MGAT2,19.89,14.93,14.83,18.93,22.74
MGAT3,0.37,0.36,0.47,0.47,0.78
MGAT4A,0.23,0.15,0.11,0.24,0.20
MGAT4B,15.58,15.69,14.11,14.99,7.81
MGAT4C,0.01,0.01,0.07,0.01,0.00
MGAT5,0.16,0.14,0.13,0.17,0.11
MGAT5B,0.02,0.03,0.12,0.08,0.01
MGC10955,0.00,0.05,0.06,0.05,0.07
MGC4294,0.00,0.02,0.02,0.00,0.00
MGEA5,3.99,3.77,4.40,4.14,5.37
MGLL,0.01,0.01,0.00,0.01,0.01
MGME1,2.85,2.30,2.24,2.76,1.59
MGMT,0.01,0.01,0.03,0.01,0.01
MGP,0.00,0.00,0.00,0.09,0.01
MGRN1,0.99,1.47,1.53,1.03,0.87
MGST1,7.81,5.31,4.73,7.14,3.87
MGST2,2.86,1.77,1.71,2.69,3.03
MGST3,0.95,0.95,0.83,0.78,1.14
MIA,0.00,0.04,0.08,0.01,0.05
MIA-RAB4B,0.20,0.25,0.25,0.17,0.35
MIA2,0.00,0.00,0.00,0.00,0.00
MIA3,2.42,2.16,1.90,2.30,2.30
MIB1,1.06,0.80,0.60,0.98,0.65
MIB2,0.70,1.31,1.77,0.78,1.21
MICA,2.54,2.49,1.94,2.56,1.10
MICAL1,5.94,6.88,4.41,5.86,3.78
MICAL2,0.12,0.09,0.08,0.12,0.15
MICAL3,0.44,0.41,0.43,0.49,0.23
MICALCL,0.06,0.03,0.04,0.07,0.00
MICALL1,1.28,1.39,1.27,1.17,0.80
MICALL2,0.12,0.18,0.20,0.09,0.17
MICB,2.59,2.33,1.79,2.51,1.56
MICU1,0.31,0.28,0.23,0.32,0.36
MICU2,0.50,0.37,0.35,0.47,0.49
MICU3,0.12,0.10,0.08,0.10,0.08
MID1,0.30,0.26,0.25,0.28,0.01
MID1IP1,47.07,52.42,44.13,43.56,20.99
MID2,0.09,0.05,0.03,0.10,0.02
MIDN,3.04,4.06,5.78,3.11,1.50
MIEF1,8.41,7.04,6.99,8.58,5.43
MIEF2,1.02,1.06,1.28,1.15,1.00
MIEN1,25.45,21.66,16.91,24.13,11.72
MIER1,0.75,0.51,0.49,0.65,0.77
MIER2,1.07,1.12,1.41,1.12,0.60
MIER3,1.68,1.29,1.16,1.67,1.45
MIF,89.28,130.19,157.12,110.03,77.46
MIF4GD,3.94,3.69,3.23,4.17,3.59
MIIP,2.09,2.83,3.03,2.11,2.84
MINA,2.14,1.83,1.81,2.03,1.64
MINK1,1.14,1.49,1.28,1.14,0.84
MINOS1,2.27,1.31,1.41,2.35,2.33
MINOS1-NBL1,2.07,1.50,1.39,2.05,1.63
MINPP1,0.77,0.48,0.51,0.74,0.38
MIOS,0.83,0.64,0.70,0.84,0.87
MIOX,0.04,0.07,0.10,0.03,0.01
MIP,0.04,0.07,0.06,0.06,0.00
MIPEP,0.31,0.22,0.17,0.26,0.13
MIPOL1,0.00,0.00,0.00,0.00,0.00
MIR3654,40.16,40.23,40.22,40.74,53.04
MIS12,11.04,8.34,8.16,11.42,8.97
MIS18A,4.25,3.51,3.64,4.02,3.40
MIS18BP1,1.52,1.27,1.12,1.42,2.36
MISP,0.02,0.01,0.01,0.02,0.01
MITD1,2.57,2.23,2.03,2.26,2.43
MITF,0.09,0.07,0.09,0.12,0.07
MIXL1,0.67,0.41,0.42,0.65,0.16
MKI67,20.87,23.25,21.84,19.52,10.74
MKKS,2.05,1.51,1.36,1.92,1.32
MKL1,0.15,0.18,0.21,0.15,0.23
MKL2,0.27,0.26,0.23,0.27,0.19
MKLN1,0.47,0.38,0.38,0.50,0.40
MKNK1,0.76,0.78,0.81,0.72,1.00
MKNK2,5.50,6.98,6.48,5.94,5.00
MKRN1,3.23,2.50,2.20,3.27,3.12
MKRN2,2.19,1.70,1.71,2.12,2.18
MKRN3,0.00,0.01,0.06,0.01,0.00
MKS1,1.82,1.90,2.00,1.67,1.78
MKX,0.05,0.04,0.00,0.04,0.00
MLANA,0.03,0.04,0.03,0.03,0.10
MLC1,0.01,0.00,0.00,0.01,9.34
MLEC,24.34,18.89,17.55,23.05,14.02
MLF1,0.47,0.27,0.02,0.25,0.02
MLF2,35.96,40.49,45.35,37.16,23.10
MLH1,2.54,2.22,2.08,2.49,2.30
MLH3,0.00,0.01,0.01,0.01,0.00
MLIP,0.04,0.04,0.03,0.03,0.01
MLK4,3.33,2.19,1.57,3.26,3.31
MLKL,0.34,0.23,0.19,0.31,0.43
MLLT1,0.87,1.19,1.24,0.80,0.61
MLLT10,0.49,0.51,0.49,0.52,0.48
MLLT11,7.92,5.76,5.41,9.85,2.15
MLLT3,0.02,0.02,0.02,0.04,0.09
MLLT4,0.68,0.69,0.74,0.71,0.50
MLLT6,3.72,5.13,4.47,3.53,6.08
MLN,0.00,0.00,0.00,0.00,0.00
MLPH,0.00,0.00,0.00,0.00,0.00
MLST8,19.26,26.66,27.77,20.48,11.37
MLTK,0.39,0.28,0.25,0.38,0.40
MLX,14.67,14.12,14.07,15.28,8.21
MLXIP,1.12,1.35,1.02,1.17,0.54
MLXIPL,0.01,0.01,0.01,0.01,0.00
MLYCD,1.01,0.97,0.79,1.00,0.83
MMAA,0.23,0.19,0.12,0.21,0.23
MMAB,1.82,1.68,1.38,1.82,1.20
MMACHC,1.66,1.57,1.60,1.76,0.86
MMADHC,6.99,4.06,3.53,6.58,4.34
MMD,1.03,0.73,0.76,1.58,0.69
MMD2,0.00,0.00,0.00,0.00,0.00
MME,0.25,0.26,0.78,0.11,0.36
MMEL1,0.30,0.33,0.37,0.26,0.14
MMGT1,7.82,5.41,5.36,7.28,5.02
MMP1,0.00,0.00,0.00,0.00,0.01
MMP10,0.00,0.00,0.00,0.00,0.00
MMP11,0.50,0.57,0.58,0.53,0.40
MMP13,0.00,0.00,0.00,0.00,0.00
MMP14,0.09,0.16,0.19,0.08,0.87
MMP15,0.75,0.58,0.64,0.67,1.55
MMP16,0.08,0.06,0.07,0.07,0.00
MMP17,0.90,1.01,0.87,0.74,0.76
MMP19,0.01,0.02,0.02,0.01,0.01
MMP2,0.02,0.02,0.03,0.01,0.69
MMP20,0.00,0.00,0.00,0.00,0.00
MMP23B,0.02,0.09,0.08,0.01,0.05
MMP24,0.38,0.48,0.63,0.46,0.15
MMP25,0.55,0.99,1.46,0.47,6.91
MMP26,0.00,0.00,0.00,0.00,0.00
MMP28,0.00,0.00,0.00,0.00,0.25
MMP3,0.00,0.00,0.00,0.00,0.00
MMP7,0.00,0.00,0.00,0.00,0.00
MMP8,0.00,0.00,0.00,0.00,0.00
MMP9,0.01,0.02,0.01,0.03,0.07
MMRN1,0.01,0.01,0.00,0.00,0.00
MMRN2,0.00,0.00,0.00,0.01,0.01
MMS19,3.55,3.21,3.40,3.64,2.79
MMS22L,0.48,0.37,0.36,0.44,0.31
MN1,0.11,0.07,0.15,0.16,0.01
MNAT1,0.21,0.15,0.14,0.21,0.15
MND1,0.53,0.46,0.47,0.49,0.76
MNDA,0.00,0.00,0.00,0.00,0.00
MNS1,0.35,0.27,0.23,0.31,0.32
MNT,2.10,2.67,2.83,2.25,1.43
MNX1,1.63,1.79,1.69,1.33,0.97
MOAP1,8.40,6.39,6.20,8.24,9.59
MOB1A,6.17,4.15,3.99,5.59,6.40
MOB1B,0.55,0.43,0.38,0.50,0.62
MOB2,0.67,0.80,0.78,0.70,0.72
MOB3A,0.85,0.94,0.85,0.83,2.07
MOB3B,0.35,0.30,0.22,0.34,0.08
MOB3C,0.54,0.47,0.39,0.49,1.13
MOB4,1.90,1.23,1.17,1.90,1.01
MOBP,2.73,2.43,0.20,3.41,0.01
MOCOS,0.16,0.11,0.11,0.13,0.26
MOCS1,0.72,0.64,0.59,0.70,0.12
MOCS2,5.32,4.39,3.15,5.63,1.55
MOCS3,4.93,4.21,4.29,4.96,3.43
MOG,0.00,0.00,0.00,0.00,0.00
MOGAT2,0.00,0.00,0.00,0.01,0.00
MOGAT3,0.00,0.00,0.00,0.01,0.00
MOGS,17.50,17.00,18.13,16.26,18.28
MOK,0.18,0.17,0.10,0.14,0.07
MON1A,0.73,0.82,0.74,0.69,0.47
MON1B,6.35,6.61,5.97,5.74,6.10
MON2,0.46,0.36,0.32,0.42,0.44
MORC1,0.00,0.00,0.00,0.00,0.00
MORC2,1.32,1.53,1.64,1.32,1.12
MORC3,0.67,0.45,0.36,0.65,0.73
MORC4,1.51,1.17,1.14,1.30,0.81
MORF4L1,8.71,7.47,8.46,18.09,12.93
MORF4L2,46.15,32.61,32.76,45.26,21.58
MORN1,0.19,0.38,0.43,0.16,0.05
MORN2,1.34,1.19,0.88,1.25,0.57
MORN3,0.04,0.04,0.02,0.05,0.07
MORN4,0.00,0.00,0.00,0.00,0.00
MORN5,0.00,0.00,0.00,0.00,0.00
MOSPD1,1.62,0.96,0.93,1.34,0.95
MOSPD2,0.77,0.50,0.41,0.72,0.59
MOSPD3,2.97,3.88,3.77,2.65,2.09
MOV10,3.82,4.04,6.33,3.82,3.72
MOV10L1,0.00,0.00,0.00,0.00,0.01
MOXD1,0.06,0.03,0.01,0.05,0.00
MPC1,1.81,1.61,1.46,1.88,1.75
MPC2,1.70,1.41,1.28,1.70,1.87
MPDU1,15.41,17.15,16.06,15.53,8.90
MPDZ,0.38,0.44,0.42,0.39,0.00
MPEG1,0.01,0.00,0.00,0.00,0.01
MPG,3.41,4.93,5.14,3.49,4.04
MPHOSPH10,3.65,3.46,3.70,3.96,2.76
MPHOSPH6,2.58,2.18,1.66,2.45,1.61
MPHOSPH8,3.52,3.83,2.57,3.53,2.32
MPHOSPH9,0.64,0.63,0.61,0.68,0.58
MPI,3.74,3.73,3.90,7.87,8.13
MPLKIP,2.22,1.70,1.58,2.14,3.79
MPND,0.73,0.63,0.66,0.65,0.65
MPO,0.00,0.00,0.00,0.00,0.10
MPP1,2.30,1.94,1.64,2.04,4.44
MPP2,0.95,0.88,0.93,0.94,0.44
MPP3,0.53,0.65,0.75,0.44,0.53
MPP4,0.00,0.00,0.00,0.00,0.01
MPP5,0.41,0.34,0.28,0.40,0.28
MPP6,0.35,0.23,0.22,0.34,0.26
MPP7,0.06,0.05,0.03,0.06,0.00
MPPE1,1.09,0.96,0.78,0.94,0.69
MPPED1,0.00,0.00,0.00,0.00,0.00
MPPED2,0.23,0.24,0.20,0.20,0.01
MPRIP,0.29,0.30,0.28,0.27,0.15
MPST,4.25,4.94,5.36,3.97,4.22
MPV17,4.19,4.36,3.33,3.71,3.53
MPV17L,0.67,0.49,0.39,0.59,0.17
MPV17L2,9.55,10.28,10.60,8.82,2.37
MPZ,1.19,1.11,0.41,1.03,1.37
MPZL1,2.05,1.84,1.55,1.87,1.24
MPZL2,0.00,0.00,0.00,0.00,0.61
MPZL3,0.05,0.04,0.05,0.05,0.21
